pair_ID,sentence
4617,There is no boy cutting grass with scissors
4617,A boy is cutting grass with scissors
4618,The boy is cutting the grass by the curb with scissors
4618,The boy is shortening the grass by the curb with scissors
4619,The boy is cutting the grass by the curb with scissors
4619,The boy is not cutting the grass by the curb with scissors
4620,The boy is shortening the grass by the curb with scissors
4620,A boy is cutting grass with scissors
4621,The boy is not cutting the grass by the curb with scissors
4621,A boy is cutting grass with scissors
4622,The boy is cutting the grass by the curb with scissors
4622,A kid is cutting grass with scissors
4623,The boy is cutting the grass by the curb with scissors
4623,There is no boy cutting grass with scissors
4624,The boy is cutting the grass by the curb with scissors
4624,A boy is cutting grass with scissors
4625,A violin is being played by a man
4625,A man is playing a violin
4626,A man is playing a violin
4626,There is no man playing a violin
4627,The baby is laughing and crawling
4627,The baby is laughing and toddling
4628,The baby is not laughing and crawling
4628,The baby is laughing and crawling
4629,A man is playing a violin
4629,The baby is laughing and toddling
4630,A man is playing a violin
4630,The baby is not laughing and crawling
4631,The baby is laughing and crawling
4631,A violin is being played by a man
4632,There is no man playing a violin
4632,The baby is laughing and crawling
4633,A man is playing a violin
4633,The baby is laughing and crawling
4634,A man is playing a harp
4634,A harp is being played by a man
4635,There is no man playing a harp
4635,A man is playing a harp
4636,A keyboard is being played by a man
4636,A man is playing a keyboard
4638,A keyboard is being played by a man
4638,A man is playing a harp
4639,There is no man playing a keyboard
4639,A man is playing a harp
4640,A harp is being played by a man
4640,A man is playing a keyboard
4641,A man is playing a keyboard
4641,There is no man playing a harp
4642,A man is playing a harp
4642,A man is playing a keyboard
4643,A man is cutting a cord with a sword
4643,A man is cutting a rope with a sword
4644,There is no man cutting a rope with a sword
4644,A man is cutting a rope with a sword
4645,A man is cutting a big rope with a sword
4645,A man is cutting a thick rope with a sword
4646,A man is tying a thick rope
4646,A man is cutting a thick rope with a sword
4647,A man is cutting a big rope with a sword
4647,A man is cutting a rope with a sword
4648,A man is cutting a rope with a sword
4648,A man is tying a thick rope
4649,A man is cutting a thick rope with a sword
4649,A man is cutting a cord with a sword
4650,A man is cutting a thick rope with a sword
4650,There is no man cutting a rope with a sword
4651,A man is cutting a thick rope with a sword
4651,A man is cutting a rope with a sword
4652,A man is removing the peel of an onion
4652,A man is peeling an onion
4653,There is no man peeling an onion
4653,A man is peeling an onion
4654,A man is walking along a path through a wilderness
4654,A man is walking along a track through a wilderness
4655,There is no man walking along a path through a wilderness
4655,A man is walking along a path through a wilderness
4656,A man is walking along a track through a wilderness
4656,A man is peeling an onion
4657,There is no man walking along a path through a wilderness
4657,A man is peeling an onion
4658,A man is removing the peel of an onion
4658,A man is walking along a path through a wilderness
4659,A man is walking along a path through a wilderness
4659,There is no man peeling an onion
4660,A man is peeling an onion
4660,A man is walking along a path through a wilderness
4661,A woman is slicing a potato
4661,A woman is cutting a potato
4662,There is no woman cutting a potato
4662,A woman is cutting a potato
4663,An onion is being sliced by a woman
4663,A woman is slicing an onion
4664,There is no woman slicing an onion
4664,A woman is slicing an onion
4665,A woman is cutting a potato
4665,An onion is being sliced by a woman
4666,A woman is cutting a potato
4666,There is no woman slicing an onion
4667,A woman is slicing an onion
4667,A woman is slicing a potato
4668,A woman is slicing an onion
4668,There is no woman cutting a potato
4669,A woman is slicing an onion
4669,A woman is cutting a potato
4670,A man is carving a hole in a piece of wood
4670,A man is drilling a hole in a piece of wood
4671,A man is drilling a hole in a piece of wood
4671,A man is closing a hole in a piece of wood
4672,A man is drilling a hole in a piece of wood
4672,A man is drilling a hole with a piece of wood
4673,Someone is drilling a hole in a strip of wood with a power drill
4673,Someone is making a hole in a strip of wood with a drill
4674,Nobody is drilling a hole in a strip of wood with a power drill
4674,Someone is drilling a hole in a strip of wood with a power drill
4675,A man is drilling a hole in a piece of wood
4675,Someone is making a hole in a strip of wood with a drill
4676,Nobody is drilling a hole in a strip of wood with a power drill
4676,A man is drilling a hole in a piece of wood
4677,A man is carving a hole in a piece of wood
4677,Someone is drilling a hole in a strip of wood with a power drill
4678,Someone is drilling a hole in a strip of wood with a power drill
4678,A man is closing a hole in a piece of wood
4679,A man is drilling a hole with a piece of wood
4679,Someone is drilling a hole in a strip of wood with a power drill
4680,Someone is drilling a hole in a strip of wood with a power drill
4680,A man is drilling a hole in a piece of wood
4682,A woman is not slicing an onion
4682,A woman is slicing an onion
4683,A woman is slicing garlic
4683,A woman is cutting garlic
4684,A woman is slicing garlic
4684,A woman is not slicing garlic
4685,A woman is cutting garlic
4685,A woman is slicing an onion
4686,A woman is not slicing garlic
4686,A woman is slicing an onion
4687,A woman is slicing garlic
4687,A woman is cutting an onion
4688,A woman is slicing garlic
4688,A woman is not slicing an onion
4689,A woman is slicing an onion
4689,A woman is slicing garlic
4690,A man is holding a small animal in one hand
4690,A man is holding an animal which is small in one hand
4691,A man is holding a small animal in one hand
4691,A man is holding a big animal in one hand
4692,A man is showing off a small monkey
4692,A man is exhibiting a small monkey
4693,A man is hiding a small monkey
4693,A man is showing off a small monkey
4694,A man is holding a small animal in one hand
4694,A man is exhibiting a small monkey
4695,A man is holding a small animal in one hand
4695,A man is hiding a small monkey
4696,A man is showing off a small monkey
4696,A man is holding an animal which is small in one hand
4697,A man is showing off a small monkey
4697,A man is holding a big animal in one hand
4698,A man is holding a small animal in one hand
4698,A man is showing off a small monkey
4699,A group of boys is playing soccer on the seashore
4699,A group of boys is playing soccer on the beach
4700,A group of boys is not playing soccer on the beach
4700,A group of boys is playing soccer on the beach
4701,A group of men is playing soccer on the beach
4701,A group of men is playing with a ball on the beach
4702,A group of women is playing with a ball on the beach
4702,A group of men is playing soccer on the beach
4703,A group of boys is playing soccer on the beach
4703,A group of men is playing with a ball on the beach
4704,A group of women is playing with a ball on the beach
4704,A group of boys is playing soccer on the beach
4705,A group of men is playing soccer on the beach
4705,A group of boys is playing soccer on the seashore
4706,A group of men is playing soccer on the beach
4706,A group of boys is not playing soccer on the beach
4707,A group of men is playing soccer on the beach
4707,A group of boys is playing soccer on the beach
4708,A man is cutting pieces of butter into a mixing bowl
4708,A man is adding pieces of butter to a mixing bowl
4709,A man is cutting pieces of butter into a mixing bowl
4709,There is no man cutting pieces of butter into a mixing bowl
4710,Some pieces of butter are being added to the stand mixer
4710,Pieces of butter are being added to the stand mixer
4711,There is no butter being added to the stand mixer
4711,Pieces of butter are being added to the stand mixer
4712,Some pieces of butter are being added to the stand mixer
4712,A man is cutting pieces of butter into a mixing bowl
4713,A man is cutting pieces of butter into a mixing bowl
4713,There is no butter being added to the stand mixer
4714,A man is adding pieces of butter to a mixing bowl
4714,Pieces of butter are being added to the stand mixer
4715,Pieces of butter are being added to the stand mixer
4715,There is no man cutting pieces of butter into a mixing bowl
