pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set,[sentence_A, sentence_B]
6339	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a white dog wearing a christmas reindeer headband plays with a brown dog in the grass among some stuffed animals	a white dog wearing a christmas reindeer headband plays with a brown dog in the grass among some stuffed animals	FLICKR	FLICKR	TEST,[There, no]
6349	A young boy is riding a dirt bike through the mud	There is no young boy riding a dirt bike through the mud	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a young boy riding a dirt bike through the mud	a young boy riding a dirt bike through the mud	FLICKR	FLICKR	TRAIN,[There, no]
6358	The woman in a red costume is leaning against a brick wall and playing an instrument	The woman in a red costume is not leaning against a brick wall and is not playing an instrument	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a woman wearing a red costume plays an instrument against a brick wall	a woman wearing a red costume plays an instrument against a brick wall	FLICKR	FLICKR	TRIAL,[not, not]
6365	The child is playing with toys outdoors	The child is playing with toys indoors	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	the bundled up child is playing with toys outdoors	the bundled up child is playing with toys outdoors	FLICKR	FLICKR	TEST,[outdoors, indoors]
6367	There is no young child wearing a white coat and playing a game	A young child is wearing a white coat and playing a game	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a young child wearing a white coat playing a children's gold game	a young child wearing a white coat playing a children's gold game	FLICKR	FLICKR	TEST,[There, no]
6375	The man is wearing a wetsuit and is riding a surfboard	The person is wearing a wetsuit and is riding a surfboard	ENTAILMENT	4.5	A_entails_B	B_neutral_A	this man is wearing a wetsuit and riding a surfboard	this man is wearing a wetsuit and riding a surfboard	FLICKR	FLICKR	TRAIN,[man, person]
6378	A surfer is leaning on a surfboard	There is no surfer leaning on a surfboard	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	surfer leaning back on surfboard	surfer leaning back on surfboard	FLICKR	FLICKR	TEST,[There, no]
6395	A dog is herding a group of white sheep on a dusty farm	A dog is herding a pack of white sheep on a dusty farm	ENTAILMENT	5	A_entails_B	B_entails_A	a wolf-like dog herds a pack of white sheep on a dusty farm	a wolf-like dog herds a pack of white sheep on a dusty farm	FLICKR	FLICKR	TRAIN,[group, pack]
6396	A dog is scattering a pack of white sheep on a dusty farm	A dog is herding a pack of white sheep on a dusty farm	NEUTRAL	3.8	A_contradicts_B	B_neutral_A	a wolf-like dog herds a pack of white sheep on a dusty farm	a wolf-like dog herds a pack of white sheep on a dusty farm	FLICKR	FLICKR	TRIAL,[scattering, herding]
6398	A sheepdog is dispersing a herd of sheep	A sheepdog is grouping a herd of sheep	NEUTRAL	4	A_contradicts_B	B_neutral_A	a sheepdog is rounding up a herd of sheep	a sheepdog is rounding up a herd of sheep	FLICKR	FLICKR	TEST,[dispersing, grouping]
6416	There is no person riding a bike	A person is riding a bike	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a person on a bmx bike	a person on a bmx bike	FLICKR	FLICKR	TEST,[There, no]
6419	A bike rider in a black and red uniform is standing on a dirt bike	A black bike rider in a red bike uniform is standing in the dirt	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a bmx bike rider in a black and red uniform on a dirt bike	a bmx bike rider in a black and red uniform on a dirt bike	FLICKR	FLICKR	TRAIN,[and, on]
6427	A man in a purple suit is standing by a purple case and is playing a guitar	There is no man in a purple suit standing by a purple case and playing a guitar	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man in a purple suit is standing by a purple case playing a guitar	a man in a purple suit is standing by a purple case playing a guitar	FLICKR	FLICKR	TEST,[There, no]
6437	Two adults are sitting in the chairs and are watching the ocean	Some adults are sitting in the chairs and are watching the ocean	ENTAILMENT	4.7	A_entails_B	B_entails_A	two adults sitting in chairs overlooking the ocean	two adults sitting in chairs overlooking the ocean	FLICKR	FLICKR	TEST,[Two, Some]
6439	A couple is sitting on a patio and is staring at the ocean	A couple is sitting on a patio and looking at the ocean	ENTAILMENT	4.7	A_entails_B	B_entails_A	a couple sit on a patio overlooking the ocean	a couple sit on a patio overlooking the ocean	FLICKR	FLICKR	TEST,[staring, looking]
6447	A small boy in a yellow shirt is laughing on the beach	There is no small boy in a yellow shirt laughing on the beach	CONTRADICTION	2.3	A_contradicts_B	B_contradicts_A	a small boy in a yellow shirt laughing on the beach	a small boy in a yellow shirt laughing on the beach	FLICKR	FLICKR	TRAIN,[There, no]
6450	A little boy is wearing a yellow tank top and is laughing	A laughing boy is in a yellow tank and is wearing a top	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a little boy wearing a yellow tank top is laughing	a little boy wearing a yellow tank top is laughing	FLICKR	FLICKR	TRIAL,[little, in]
6459	Two men are riding an orange raft on the beach	Two men are riding an orange raft on the shore	NEUTRAL	4.33	A_neutral_B	B_neutral_A	two men ride an orange raft to shore	two men ride an orange raft to shore	FLICKR	FLICKR	TEST,[beach, shore]
6469	A dog with long hair and a red vest is sitting in the grass	A dog with long hair and a red vest is running in the grass	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a dog with long hair and a red vest runs in the grass	a dog with long hair and a red vest runs in the grass	FLICKR	FLICKR	TRAIN,[sitting, running]
6478	A person is standing in a vast field of glacial ice	There is no person standing in a vast field of glacial ice	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a person stands in a vast field of glacial ice	a person stands in a vast field of glacial ice	FLICKR	FLICKR	TRAIN,[There, no]
6497	A man is holding up an electronic device	A person is holding up an electronic device	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man holds up an electronic device while he and another male look on	a man holds up an electronic device while he and another male look on	FLICKR	FLICKR	TRAIN,[man, person]
6507	A little black dog is chasing a little brown dog	There is no little black dog chasing a little brown dog	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a little black dog chasing a little brown one	a little black dog chasing a little brown one	FLICKR	FLICKR	TEST,[There, no]
6516	A girl in a brown dress is being surrounded by children and is closing her eyes	There is no girl in a brown dress being surrounded by children and closing her eyes	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a girl in a brown dress surrounded by children closes her eyes	a girl in a brown dress surrounded by children closes her eyes	FLICKR	FLICKR	TEST,[There, no]
6527	Women are not wearing bunny ears and race numbers and are not pointing at something in the distance	Women are wearing bunny ears and race numbers and are pointing at something in the distance	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	women wearing bunny ears and race numbers point at something in the distance	women wearing bunny ears and race numbers point at something in the distance	FLICKR	FLICKR	TRAIN,[not, not]
6538	A hockey player in a yellow jersey is guarding the goal	There is no hockey player in a yellow jersey guarding the goal	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a hockey player in a yellow jersey is guarding the goal	a hockey player in a yellow jersey is guarding the goal	FLICKR	FLICKR	TEST,[There, no]
6540	The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	an ice hockey goalkeeper wearing yellow is defending the goal	an ice hockey goalkeeper wearing yellow is defending the goal	FLICKR	FLICKR	TRAIN,[not, not]
6547	There is no young child standing in front of some trees	A young child is standing in front of some trees	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a young child is standing in front of some trees	a young child is standing in front of some trees	FLICKR	FLICKR	TEST,[There, no]
6549	A small boy is standing in the forest	A small boy is sitting in the forest	NEUTRAL	3.5	A_neutral_B	B_neutral_A	small boy in forest	small boy in forest	FLICKR	FLICKR	TRAIN,[standing, sitting]
6555	Two people are looking at a statue made of gold	Two people are looking at a gold statue	ENTAILMENT	4.5	A_entails_B	B_entails_A	two people look up towards a gold statue	two people look up towards a gold statue	FLICKR	FLICKR	TRAIN,[made, of]
6558	Two young men are sitting outside near a golden statue	Two young men are playing outside near a golden statue	NEUTRAL	3.7	A_neutral_B	B_neutral_A	two young men play outside near a golden statue of ghandi	two young men play outside near a golden statue of ghandi	FLICKR	FLICKR	TRAIN,[sitting, playing]
6564	The bicyclist is speeding on a city street	The bicyclist is riding on a city street	ENTAILMENT	3.9	A_entails_B	B_neutral_A	a bicyclist riding on a city street	a bicyclist riding on a city street	FLICKR	FLICKR	TEST,[speeding, riding]
6567	A woman is wearing a blue helmet and is riding a bicycle in a parking lot	There is no woman wearing a blue helmet and riding a bicycle in a parking lot	CONTRADICTION	2.5	A_contradicts_B	B_contradicts_A	a woman wearing a blue helmet rides her bicycle in a parking lot	a woman wearing a blue helmet rides her bicycle in a parking lot	FLICKR	FLICKR	TRAIN,[There, no]
6576	A pet dog is standing on the bank and is looking at another brown dog in the pond	There is no pet dog standing on the bank and looking at another brown dog in the pond	CONTRADICTION	4.5	A_contradicts_B	B_contradicts_A	a pet dog, standing on bank is looking at another brown dog inside a pond	a pet dog, standing on bank is looking at another brown dog inside a pond	FLICKR	FLICKR	TRAIN,[There, no]
6584	A young female is dancing	A young girl is dancing	ENTAILMENT	4.7	A_entails_B	B_entails_A	a young girl dancing	a young girl dancing	FLICKR	FLICKR	TRAIN,[female, girl]
6596	A small bee is landing on a bunch of yellow flowers	There is no small bee landing on a bunch of yellow flowers	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a small bee landed on a bunch of yellow flowers	a small bee landed on a bunch of yellow flowers	FLICKR	FLICKR	TEST,[There, no]
6611	The young boys are posing with a green soccer ball in a park	The young kids are posing with a green soccer ball in a park	ENTAILMENT	4.2	A_entails_B	B_neutral_A	four young boys pose with a green soccer ball in a park	four young boys pose with a green soccer ball in a park	FLICKR	FLICKR	TEST,[boys, kids]
6613	Four boys are kneeling next to each other in front of a ball	Some boys are kneeling next to each other in front of a ball	ENTAILMENT	4.5	A_entails_B	B_neutral_A	four boys kneeling next to each other with a ball in front of them	four boys kneeling next to each other with a ball in front of them	FLICKR	FLICKR	TEST,[Four, Some]
6622	A white dog with beige spots is running through a field	A white dog with beige spots is speeding through a field	ENTAILMENT	4.7	A_entails_B	B_entails_A	a white dog with beige spots is running through a field	a white dog with beige spots is running through a field	FLICKR	FLICKR	TEST,[running, speeding]
6623	There is no white dog with beige spots running through a field	A white dog with beige spots is running through a field	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a white dog with beige spots is running through a field	a white dog with beige spots is running through a field	FLICKR	FLICKR	TEST,[There, no]
6652	A woman in a white dress and a woman in a blue dress are standing beside a stage	A woman in a white dress and a woman in a blue dress are standing on a stage	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a woman in a white dress and a woman in a blue dress on stage	a woman in a white dress and a woman in a blue dress on stage	FLICKR	FLICKR	TEST,[beside, on]
6672	There is no classroom full of students looking in the same direction inside a bamboo structure	A classroom full of students is looking in the same direction inside a bamboo structure	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a classroom full of students is looking in the same direction inside a bamboo structure	a classroom full of students is looking in the same direction inside a bamboo structure	FLICKR	FLICKR	TEST,[There, no]
6680	Three boys are jumping off a platform	Some boys are jumping off a platform	ENTAILMENT	4.8	A_entails_B	B_entails_A	three boys jumping off of a platform	three boys jumping off of a platform	FLICKR	FLICKR	TEST,[Three, Some]
6697	A group of people is sitting on both sides of a red stone structure	A group of people is standing on both sides of a red stone structure	NEUTRAL	4.4	A_neutral_B	B_contradicts_A	a group of people sit on both sides of a red stone structure	a group of people sit on both sides of a red stone structure	FLICKR	FLICKR	TRAIN,[sitting, standing]
6707	A little child in a pink sweater is climbing a concrete staircase	A small child in a pink sweater is climbing a concrete staircase	ENTAILMENT	4.8	A_entails_B	B_entails_A	a small child in a pink sweater begins to climb a concrete staircase	a small child in a pink sweater begins to climb a concrete staircase	FLICKR	FLICKR	TEST,[little, small]
6708	A small child in a pink sweater is climbing a concrete staircase	There is no small child in a pink sweater climbing a concrete staircase	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a small child in a pink sweater begins to climb a concrete staircase	a small child in a pink sweater begins to climb a concrete staircase	FLICKR	FLICKR	TEST,[There, no]
6718	A dead bird is near a black man sitting on a tree	A black bird is sitting on a dead tree	NEUTRAL	2.1	A_neutral_B	B_neutral_A	a black bird sits in a dead tree	a black bird sits in a dead tree	FLICKR	FLICKR	TEST,[near, man]
6726	There is no kid in orange playing outside with a snowball	A kid in orange is playing outside with a snowball	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a kid in orange plays with a ball of snow outside	a kid in orange plays with a ball of snow outside	FLICKR	FLICKR	TEST,[There, no]
6728	A child is making a snow ball	A child is smashing a snow ball	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a child makes a ball out of snow	a child makes a ball out of snow	FLICKR	FLICKR	TRAIN,[making, smashing]
6734	Three people are sitting on a bench under some palm trees	A few people are sitting on a bench under some palm trees	ENTAILMENT	4.435	A_entails_B	B_neutral_A	three people sit on a bench under palm trees	three people sit on a bench under palm trees	FLICKR	FLICKR	TEST,[Three, few]
6745	Two people are sitting in lawn chairs and are reading books	Some people are sitting in lawn chairs and are reading books	ENTAILMENT	4.65	A_entails_B	B_neutral_A	two people in lawn chairs reading books	two people in lawn chairs reading books	FLICKR	FLICKR	TRAIN,[Two, Some]
6748	Two people in two chairs are talking	Two people in two chairs are reading	NEUTRAL	3.9	A_neutral_B	B_contradicts_A	two people in chairs reading	two people in chairs reading	FLICKR	FLICKR	TRAIN,[talking, reading]
6756	A large brown dog and a small grey dog are standing on a rocky surface	A big brown dog and a small grey dog are standing on a rocky surface	ENTAILMENT	4.8	A_entails_B	B_entails_A	a large brown dog and a small grey dog on a rocky surface with weeds behind them	a large brown dog and a small grey dog on a rocky surface with weeds behind them	FLICKR	FLICKR	TRIAL,[large, big]
