Pair ID;sentence_A;sentence_B;entailment_AB;entailment_BA;Annotation;Comments;If ungrammatical, corrected into*;*(the annotation label concerns the grammatical sentence)
6820;A man on a bicycle is riding on the beach;A person is riding a bicycle in the sand beside the ocean;A_entails_B;B_neutral_A;correct: A entails B;on a bicycle is riding on the beach=>riding a bicycle in the sand beside the ocean;;
6824;A seabird is slowly flying over some rocks;A seabird is flying over some rocks;A_entails_B;B_neutral_A;correct: A entails B;slowly flying=>flying;;
6828;A duck which is large is flying over a rocky stream;A seabird is flying over some rocks;A_entails_B;B_neutral_A;wrong: A should be neutral to B;duck=>seabird, rocky stream !=>some rocks;;
6852;A dog is quickly running uphill;A dog is running uphill;A_entails_B;B_neutral_A;correct: A entails B;up a hill=>uphill;;
6856;A dog is running up a hill full of grass;A dog is running uphill;A_entails_B;B_neutral_A;correct: A entails B;up a hill=>uphill;;
6860;A dog is running up a grassy hill;A dog is running uphill;A_entails_B;B_neutral_A;correct: A entails B;up a grassy hill=>uphill;;
6865;A brown dog is running through the grass which is tall and green;A golden dog is running through a field of tall grass;A_entails_B;B_neutral_A;wrong: A should be neutral to B;brown !=>golden;;
6870;Two dogs are cheerfully playing on the beach;Two dogs are playing on the beach;A_entails_B;B_neutral_A;correct: A entails B;cheerfully playing=>playing;;
6874;A couple of white dogs are running and jumping along a beach;Two dogs are playing on the beach;A_entails_B;B_neutral_A;correct: A entails B;dogs running and jumping=>playing,;;
6878;Two white dogs are running and jumping along a beach;Two dogs are playing on the beach;A_entails_B;B_neutral_A;correct: A entails B;dogs running and jumping=>playing,;;
6897;The man with brown hair is wearing sunglasses and is sitting listlessly at a table with cans of soda and other drinks;The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks;A_entails_B;B_neutral_A;correct: A entails B;sitting listlessly=>sitting;;
6903;The man with brown hair is wearing sunglasses and is sitting listlessly at a table with cans of soda and other drinks;A young man with brown hair and sunglasses is sitting in front of some cans of soda;A_entails_B;B_neutral_A;wrong: A should be neutral to B;The man with brown hair !=>young man;;
6915;A man is uninterestedly holding a sign and is seeking money;A man is holding a sign and is seeking money;A_entails_B;B_neutral_A;correct: A entails B;uninterestedly holding=>holding;;
6930;A snowboarder is doing a flip over a mound of snow;Somebody is leaping in the air on a board;A_entails_B;B_neutral_A;correct: A entails B;doing a flip over a mound of snow=>leaping in the air;;
6932;The snowboarder is doing a flip over a mound of snow;Somebody is jumping in the air on a board;A_entails_B;B_neutral_A;correct: A entails B;def snowboarder;;
6938;Two men a woman and two young boys are standing aimlessly in front of a large gathering of people outside a building;Two men a woman and two young boys are standing in front of a large gathering of people outside a building;A_entails_B;B_neutral_A;correct: A entails B;standing aimlessly =>standing;;
6970;A man in a red uniform is swiftly making a jump in a dirt bike race;A man in a red uniform is making a jump in a dirt bike race;A_entails_B;B_neutral_A;correct: A entails B;swiftly making a jump=>making a jump;;
6973;A man in a red uniform is swiftly making a jump in a dirt bike race;A man is participating in a bmx race;A_entails_B;B_neutral_A;wrong: A should be neutral to B;making a jump in a dirt bike race !=>participating in a bmx race;;
6988;Two twin preteen boys are dueling with sticks;Two twin preteen kids are dueling with sticks;A_entails_B;B_neutral_A;correct: A entails B;boys=>kids;;
6990;Two boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform;Two boys are wearing brown shirts and are tugging at a rope on a wooden platform;A_entails_B;B_neutral_A;correct: A entails B;enthusiastically tugging=>tugging;;
7014;A white dog is standing on the leaves on the ground;A white dog is standing on fallen leaves;A_entails_B;B_neutral_A;correct: A entails B;the leaves on the ground=>the fallen leaves;;
7015;Two girls are happily playing inside a jumper house;Two girls are playing inside a jumper house;A_entails_B;B_neutral_A;correct: A entails B;happily playing=>playing, jumper house;;
7032;A boy and a girl are playing on the outdoor gym;Some children are playing on a playground;A_entails_B;B_neutral_A;correct: A entails B;;;
7038;A biker with a blue jacket black pants and a white helmet is driving recklessly on dirt and people watch;A biker with a blue jacket black pants and a white helmet is driving on dirt and people are watching;A_entails_B;B_neutral_A;correct: A entails B;;;
7042;A biker with a blue jacket black pants and a white helmet is driving on dirt and people are watching;Blue and black pants are being worn by the motocross rider;A_entails_B;B_neutral_A;wrong: A should be neutral to B;Blue and black pants !=> black pants;;
7055;A man is drinking orange juice and walking;A person is drinking orange juice and walking;A_entails_B;B_neutral_A;correct: A entails B;;;
7059;Orange juice is being drunk by a man who is walking on a sunny day;A man is drinking orange juice and walking;A_entails_B;B_neutral_A;correct: A entails B;;;
7061;A man is drinking orange juice and walking on a sunny day;A person is drinking orange juice and walking;A_entails_B;B_neutral_A;correct: A entails B;;;
7063;A man is drinking orange juice and walking on a sunny day;A man is drinking orange juice and walking;A_entails_B;B_neutral_A;correct: A entails B;;;
7075;A black dog with a red collar is amusedly putting its face in the water;A black dog with a red collar is putting its face in the water;A_entails_B;B_neutral_A;correct: A entails B;;;
7084;The crowd is watching the football at the game;The crowd is watching a football game;A_entails_B;B_neutral_A;correct: A entails B;;;
7099;An oriental man and two women are facing a camera;The group of people is standing together and looking at the camera;A_entails_B;B_neutral_A;correct: A entails B;;;
7101;An oriental man and two women are facing a camera;A group of people is standing together and looking at the camera;A_entails_B;B_neutral_A;correct: A entails B;;;
7113;A child in a red outfit is dangerously jumping on a trampoline;A child in a red outfit is jumping on a trampoline;A_entails_B;B_neutral_A;correct: A entails B;;;
7121;A child in a red outfit is jumping on a trampoline;A little boy in red clothes is jumping into the air;A_entails_B;B_neutral_A;correct: A entails B;;;
7124;A brown dog and a black dog are frolicking in the sand;A brown dog and a black dog are playing in the sand;A_entails_B;B_neutral_A;correct: A entails B;;;
7131;A woman and three men are posing motionlessly for a photo;A woman and three men are posing for a photo;A_entails_B;B_neutral_A;correct: A entails B;;;
7134;Three men and a woman are standing still for a picture;Three men and a woman are posing for a picture;A_entails_B;B_neutral_A;correct: A entails B;;;
7136;Three men and a woman are standing still for a picture;A woman and three men are posing for a photo;A_entails_B;B_neutral_A;correct: A entails B;;;
7138;A woman and three men are posing motionlessly for a photo;Three men and a woman are posing for a picture;A_entails_B;B_neutral_A;correct: A entails B;;;
7145;A wet boy is cheerfully jumping around on dirty and wet grass;A wet boy is jumping around on dirty and wet grass;A_entails_B;B_neutral_A;correct: A entails B;;;
7155;The black dog is sprinting through the grass;The black dog is running through the grass;A_entails_B;B_neutral_A;correct: A entails B;;;
7158;The black dog is walking through the tall grass;The black dog is not running through the grass;A_entails_B;B_neutral_A;correct: A entails B;;;
7175;A child is holding a camera in front of his face;A camera is being held in front of the face of a child;A_entails_B;B_neutral_A;correct: A entails B;;;
7182;Two little boys are wearing tuxedos;Two little kids are wearing tuxedos;A_entails_B;B_neutral_A;correct: A entails B;;;
7187;Two boys who look small dressed in tuxedos are sitting on a red carpeted floor;Two little boys are wearing tuxedos;A_entails_B;B_neutral_A;correct: A entails B;;;
7188;Two small boys dressed in tuxedos are standing on a red carpeted floor;Two little boys are wearing tuxedos;A_entails_B;B_neutral_A;correct: A entails B;;;
7190;Two small boys dressed in tuxedos are sitting on a red carpeted floor;Two little kids are wearing tuxedos;A_entails_B;B_neutral_A;correct: A entails B;;;
7192;Two small boys dressed in tuxedos are sitting on a red carpeted floor;Two little boys are wearing tuxedos;A_entails_B;B_neutral_A;correct: A entails B;;;
7193;A man is standing tiredly next to a bus;A man is standing next to a bus;A_entails_B;B_neutral_A;correct: A entails B;;;
7212;A dog with a muzzle and a blue jacket is running around the yard;A dog with a blue blanket is running through the grass;A_entails_B;B_neutral_A;correct: A entails B;;;
7213;A brown dog is running breathlessly across the yard with a toy in its mouth;A brown dog is running across the yard with a toy in its mouth;A_entails_B;B_neutral_A;correct: A entails B;;;
7242;A brown and white dog is jumping in the air with a tennis ball in its mouth;A dog is caught mid air with a ball;A_entails_B;B_neutral_A;correct: A entails B;;;
7246;A woman is speaking loudly on her cell phone and is keeping a purse and a yellow bag on the near ledge;A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge;A_entails_B;B_neutral_A;correct: A entails B;;;
7257;A man on a bicycle is riding on one wheel only;A person on a bike is riding on one wheel only;A_entails_B;B_neutral_A;correct: A entails B;;;
7260;The man is doing a wheelie on a mountain bike;A person on a bike is riding on one wheel only;A_entails_B;B_neutral_A;correct: A entails B;;;
7263;One man is doing a wheelie on the mountain bike;A man on a bicycle is riding on one wheel only;A_entails_B;B_neutral_A;correct: A entails B;;;
7265;The man is doing a wheelie on a mountain bike;A man on a bicycle is riding on one wheel only;A_entails_B;B_neutral_A;correct: A entails B;;;
7268;A bird is fiercely flapping its wings on the water;A bird is flapping its wings on the water;A_entails_B;B_neutral_A;correct: A entails B;;;
7272;A duck with brown feathers and a green head is flapping its wings in the water;A bird is flapping its wings on the water;A_entails_B;B_neutral_A;correct: A entails B;;;
7274;A brown duck with a green head is flapping its wings in the water;A bird is flapping its wings on the water;A_entails_B;B_neutral_A;correct: A entails B;;;
7279;A furry brown dog is running through the grassy area;The brown dog is playing outdoors;A_entails_B;B_neutral_A;correct: A entails B;;;
7286;The elderly lady is anxiously waiting on the sidewalk;The elderly lady is waiting on the sidewalk;A_entails_B;B_neutral_A;correct: A entails B;;;
7301;A young child is running down a road made of gravel that is covered with dead leaves;A young child is running outside over the fallen leaves;A_entails_B;B_neutral_A;correct: A entails B;;;
7303;A young child is running down a gravel road that is covered with dead leaves;A young child is running outside over the fallen leaves;A_entails_B;B_neutral_A;correct: A entails B;;;
